dataset,id,fold,fold_seed
nafld,7596,1,20261009
nafld,7601,2,20261009
nafld,7603,4,20261009
nafld,7617,2,20261009
nafld,7632,2,20261009
nafld,7645,4,20261009
nafld,7648,5,20261009
nafld,7650,4,20261009
nafld,7673,3,20261009
nafld,7679,5,20261009
nafld,7681,3,20261009
nafld,7696,1,20261009
nafld,7712,1,20261009
nafld,7733,5,20261009
nafld,7739,4,20261009
nafld,7749,3,20261009
nafld,7757,2,20261009
nafld,7760,4,20261009
nafld,7786,4,20261009
nafld,7791,4,20261009
nafld,7809,4,20261009
nafld,7827,3,20261009
nafld,7838,3,20261009
nafld,7859,4,20261009
nafld,7868,2,20261009
nafld,7878,3,20261009
nafld,7886,4,20261009
nafld,7898,5,20261009
nafld,7910,1,20261009
nafld,7914,1,20261009
nafld,7921,2,20261009
nafld,7927,2,20261009
nafld,7931,2,20261009
nafld,7933,1,20261009
nafld,7943,5,20261009
nafld,7962,2,20261009
nafld,7964,1,20261009
nafld,7972,5,20261009
nafld,7999,1,20261009
nafld,8007,1,20261009
nafld,8010,4,20261009
nafld,8023,5,20261009
nafld,8034,1,20261009
nafld,8058,2,20261009
nafld,8068,2,20261009
nafld,8088,4,20261009
nafld,8092,4,20261009
nafld,8101,1,20261009
nafld,8118,5,20261009
nafld,8119,5,20261009
nafld,8143,4,20261009
nafld,8148,1,20261009
nafld,8156,1,20261009
nafld,8165,5,20261009
nafld,8195,4,20261009
nafld,8198,1,20261009
nafld,8210,2,20261009
nafld,8214,5,20261009
nafld,8223,5,20261009
nafld,8250,4,20261009
nafld,8278,5,20261009
nafld,8296,3,20261009
nafld,8305,1,20261009
nafld,8310,2,20261009
nafld,8315,1,20261009
nafld,8319,5,20261009
nafld,8335,3,20261009
nafld,8345,3,20261009
nafld,8351,1,20261009
nafld,8375,5,20261009
nafld,8387,3,20261009
nafld,8388,3,20261009
nafld,8390,5,20261009
nafld,8391,4,20261009
nafld,8411,2,20261009
nafld,8417,2,20261009
nafld,8437,2,20261009
nafld,8444,1,20261009
nafld,8463,2,20261009
nafld,8473,5,20261009
nafld,8481,3,20261009
nafld,8482,4,20261009
nafld,8498,5,20261009
nafld,8502,1,20261009
nafld,8512,5,20261009
nafld,8517,2,20261009
nafld,8540,5,20261009
nafld,8541,1,20261009
nafld,8545,3,20261009
nafld,8565,1,20261009
nafld,8573,2,20261009
nafld,8595,5,20261009
nafld,8607,2,20261009
nafld,8611,2,20261009
nafld,8654,3,20261009
nafld,8681,5,20261009
nafld,8682,3,20261009
nafld,8685,1,20261009
nafld,8704,4,20261009
nafld,8708,1,20261009
nafld,8718,3,20261009
nafld,8739,1,20261009
nafld,8752,3,20261009
nafld,8774,5,20261009
nafld,8777,2,20261009
nafld,8787,4,20261009
nafld,8810,4,20261009
nafld,8817,3,20261009
nafld,8823,1,20261009
nafld,8845,2,20261009
nafld,8874,4,20261009
nafld,8898,1,20261009
nafld,8903,5,20261009
nafld,8905,5,20261009
nafld,8908,5,20261009
nafld,8921,2,20261009
nafld,8925,4,20261009
nafld,8934,4,20261009
nafld,8935,5,20261009
nafld,8942,5,20261009
nafld,8949,5,20261009
nafld,8959,5,20261009
nafld,8971,1,20261009
nafld,8988,4,20261009
nafld,8989,5,20261009
nafld,9001,3,20261009
nafld,9036,4,20261009
nafld,9038,2,20261009
nafld,9052,2,20261009
nafld,9066,1,20261009
nafld,9068,1,20261009
nafld,9074,1,20261009
nafld,9077,4,20261009
nafld,9088,5,20261009
nafld,9095,2,20261009
nafld,9111,3,20261009
nafld,9122,2,20261009
nafld,9129,4,20261009
nafld,9139,2,20261009
nafld,9140,5,20261009
nafld,9142,2,20261009
nafld,9155,1,20261009
nafld,9160,4,20261009
nafld,9174,3,20261009
nafld,9177,2,20261009
nafld,9206,3,20261009
nafld,9211,4,20261009
nafld,9213,4,20261009
nafld,9223,4,20261009
nafld,9234,2,20261009
nafld,9247,5,20261009
nafld,9248,2,20261009
nafld,9258,3,20261009
nafld,9281,5,20261009
nafld,9297,1,20261009
nafld,9301,1,20261009
nafld,9304,4,20261009
nafld,9307,4,20261009
nafld,9318,5,20261009
nafld,9352,2,20261009
nafld,9361,1,20261009
nafld,9370,3,20261009
nafld,9388,5,20261009
nafld,9392,3,20261009
nafld,9418,4,20261009
nafld,9420,3,20261009
nafld,9431,1,20261009
nafld,9482,4,20261009
nafld,9490,5,20261009
nafld,9495,4,20261009
nafld,9497,4,20261009
nafld,9514,1,20261009
nafld,9520,3,20261009
nafld,9523,2,20261009
nafld,9537,1,20261009
nafld,9539,5,20261009
nafld,9548,2,20261009
nafld,9549,4,20261009
nafld,9577,4,20261009
nafld,9586,2,20261009
nafld,9599,5,20261009
nafld,9623,4,20261009
nafld,9632,2,20261009
nafld,9645,2,20261009
nafld,9648,5,20261009
nafld,9651,4,20261009
nafld,9660,3,20261009
nafld,9675,2,20261009
nafld,9686,2,20261009
nafld,9691,2,20261009
nafld,9696,5,20261009
nafld,9705,5,20261009
nafld,9714,3,20261009
nafld,9728,3,20261009
nafld,9732,3,20261009
nafld,9735,4,20261009
nafld,9740,4,20261009
nafld,9755,2,20261009
nafld,9770,4,20261009
nafld,9771,1,20261009
nafld,9797,5,20261009
nafld,9808,5,20261009
nafld,9817,5,20261009
nafld,9822,1,20261009
nafld,9832,3,20261009
nafld,9857,3,20261009
nafld,9859,1,20261009
nafld,9866,3,20261009
nafld,9873,1,20261009
nafld,9878,3,20261009
nafld,9879,3,20261009
nafld,9909,3,20261009
nafld,9912,1,20261009
nafld,9913,1,20261009
nafld,9923,5,20261009
nafld,9930,1,20261009
nafld,9934,4,20261009
nafld,9957,2,20261009
nafld,9960,1,20261009
nafld,9980,2,20261009
nafld,9983,4,20261009
nafld,9993,2,20261009
nafld,10000,4,20261009
nafld,10007,1,20261009
nafld,10023,2,20261009
nafld,10024,3,20261009
nafld,10033,4,20261009
nafld,10041,1,20261009
nafld,10045,3,20261009
nafld,10066,4,20261009
nafld,10069,3,20261009
nafld,10081,2,20261009
nafld,10111,4,20261009
nafld,10112,2,20261009
nafld,10122,2,20261009
nafld,10130,2,20261009
nafld,10152,2,20261009
nafld,10154,5,20261009
nafld,10165,4,20261009
nafld,10167,5,20261009
nafld,10180,5,20261009
nafld,10189,1,20261009
nafld,10207,2,20261009
nafld,10229,4,20261009
nafld,10236,1,20261009
nafld,10237,2,20261009
nafld,10246,2,20261009
nafld,10275,2,20261009
nafld,10293,4,20261009
nafld,10313,2,20261009
nafld,10325,2,20261009
nafld,10343,1,20261009
nafld,10351,2,20261009
nafld,10355,5,20261009
nafld,10367,2,20261009
nafld,10368,3,20261009
nafld,10391,3,20261009
nafld,10394,4,20261009
nafld,10410,2,20261009
nafld,10414,4,20261009
nafld,10431,2,20261009
nafld,10452,4,20261009
nafld,10490,3,20261009
nafld,10499,4,20261009
nafld,10510,1,20261009
nafld,10511,1,20261009
nafld,10514,2,20261009
nafld,10549,4,20261009
nafld,10553,2,20261009
nafld,10570,1,20261009
nafld,10592,2,20261009
nafld,10598,1,20261009
nafld,10624,2,20261009
nafld,10630,5,20261009
nafld,10644,1,20261009
nafld,10666,1,20261009
nafld,10678,2,20261009
nafld,10685,5,20261009
nafld,10722,3,20261009
nafld,10740,1,20261009
nafld,10750,2,20261009
nafld,10774,2,20261009
nafld,10779,4,20261009
nafld,10791,2,20261009
nafld,10795,4,20261009
nafld,10813,1,20261009
nafld,10821,5,20261009
nafld,10832,4,20261009
nafld,10855,5,20261009
nafld,10890,4,20261009
nafld,10916,1,20261009
nafld,10934,4,20261009
nafld,10937,2,20261009
nafld,10962,2,20261009
nafld,10964,5,20261009
nafld,10968,4,20261009
nafld,10971,4,20261009
nafld,10986,2,20261009
nafld,10994,4,20261009
nafld,11010,1,20261009
nafld,11019,5,20261009
nafld,11026,1,20261009
nafld,11045,2,20261009
nafld,11051,3,20261009
nafld,11072,5,20261009
nafld,11085,5,20261009
nafld,11090,2,20261009
nafld,11099,5,20261009
nafld,11111,5,20261009
nafld,11113,3,20261009
nafld,11122,2,20261009
nafld,11142,1,20261009
nafld,11143,5,20261009
nafld,11156,4,20261009
nafld,11159,3,20261009
nafld,11174,3,20261009
nafld,11180,5,20261009
nafld,11186,1,20261009
nafld,11187,5,20261009
nafld,11206,5,20261009
nafld,11208,4,20261009
nafld,11210,3,20261009
nafld,11211,3,20261009
nafld,11230,5,20261009
nafld,11250,5,20261009
nafld,11258,2,20261009
nafld,11259,4,20261009
nafld,11272,1,20261009
nafld,11276,1,20261009
nafld,11277,3,20261009
nafld,11293,3,20261009
nafld,11296,4,20261009
nafld,11308,1,20261009
nafld,11310,1,20261009
nafld,11318,2,20261009
nafld,11327,2,20261009
nafld,11344,2,20261009
nafld,11347,4,20261009
nafld,11358,5,20261009
nafld,11361,2,20261009
nafld,11367,5,20261009
nafld,11393,4,20261009
nafld,11417,5,20261009
nafld,11442,2,20261009
nafld,11444,5,20261009
nafld,11465,1,20261009
nafld,11471,2,20261009
nafld,11494,1,20261009
nafld,11499,5,20261009
nafld,11504,1,20261009
nafld,11516,2,20261009
nafld,11529,3,20261009
nafld,11545,3,20261009
nafld,11549,5,20261009
nafld,11599,4,20261009
nafld,11605,1,20261009
nafld,11616,1,20261009
nafld,11625,4,20261009
nafld,11626,1,20261009
nafld,11635,5,20261009
nafld,11637,3,20261009
nafld,11650,5,20261009
nafld,11654,4,20261009
nafld,11673,3,20261009
nafld,11684,4,20261009
nafld,11702,5,20261009
nafld,11733,1,20261009
nafld,11737,4,20261009
nafld,11744,3,20261009
nafld,11755,5,20261009
nafld,11769,5,20261009
nafld,11772,2,20261009
nafld,11775,1,20261009
nafld,11776,5,20261009
nafld,11787,4,20261009
nafld,11805,5,20261009
nafld,11842,4,20261009
nafld,11882,3,20261009
nafld,11900,3,20261009
nafld,11903,3,20261009
nafld,11916,2,20261009
nafld,12003,5,20261009
nafld,12011,3,20261009
nafld,12026,2,20261009
nafld,12032,4,20261009
nafld,12043,1,20261009
nafld,12054,5,20261009
nafld,12058,3,20261009
nafld,12065,4,20261009
nafld,12101,4,20261009
nafld,12104,1,20261009
nafld,12118,1,20261009
nafld,12122,2,20261009
nafld,12148,1,20261009
nafld,12151,2,20261009
nafld,12153,3,20261009
nafld,12154,4,20261009
nafld,12168,2,20261009
nafld,12181,1,20261009
nafld,12209,1,20261009
nafld,12218,4,20261009
nafld,12224,2,20261009
nafld,12238,3,20261009
nafld,12249,1,20261009
nafld,12253,2,20261009
nafld,12262,3,20261009
nafld,12308,5,20261009
nafld,12311,4,20261009
nafld,12312,3,20261009
nafld,12322,2,20261009
nafld,12340,3,20261009
nafld,12344,4,20261009
nafld,12358,3,20261009
nafld,12360,2,20261009
nafld,12363,3,20261009
nafld,12377,2,20261009
nafld,12383,1,20261009
nafld,12391,4,20261009
nafld,12396,1,20261009
nafld,12431,1,20261009
nafld,12454,4,20261009
nafld,12461,3,20261009
nafld,12476,5,20261009
nafld,12480,5,20261009
nafld,12492,2,20261009
nafld,12510,5,20261009
nafld,12525,5,20261009
nafld,12529,2,20261009
nafld,12541,1,20261009
nafld,12559,2,20261009
nafld,12561,2,20261009
nafld,12576,1,20261009
nafld,12589,3,20261009
nafld,12591,3,20261009
nafld,12593,3,20261009
nafld,12597,2,20261009
nafld,12603,1,20261009
nafld,12609,1,20261009
nafld,12623,5,20261009
nafld,12627,2,20261009
nafld,12651,4,20261009
nafld,12696,3,20261009
nafld,12698,3,20261009
nafld,12708,4,20261009
nafld,12709,4,20261009
nafld,12721,3,20261009
nafld,12730,2,20261009
nafld,12731,2,20261009
nafld,12732,4,20261009
nafld,12740,5,20261009
nafld,12747,5,20261009
nafld,12749,4,20261009
nafld,12772,3,20261009
nafld,12778,2,20261009
nafld,12782,5,20261009
nafld,12790,3,20261009
nafld,12793,3,20261009
nafld,12801,3,20261009
nafld,12803,5,20261009
nafld,12806,3,20261009
nafld,12811,2,20261009
nafld,12816,5,20261009
nafld,12818,2,20261009
nafld,12833,2,20261009
nafld,12871,3,20261009
nafld,12877,5,20261009
nafld,12880,3,20261009
nafld,12883,1,20261009
nafld,12896,5,20261009
nafld,12903,1,20261009
nafld,12907,4,20261009
nafld,12915,1,20261009
nafld,12948,2,20261009
nafld,12950,2,20261009
nafld,12962,2,20261009
nafld,12971,5,20261009
nafld,12990,5,20261009
nafld,12995,5,20261009
nafld,12998,5,20261009
nafld,13000,4,20261009
nafld,13004,1,20261009
nafld,13012,2,20261009
nafld,13013,5,20261009
nafld,13030,1,20261009
nafld,13037,5,20261009
nafld,13040,4,20261009
nafld,13046,5,20261009
nafld,13051,5,20261009
nafld,13062,2,20261009
nafld,13065,4,20261009
nafld,13095,1,20261009
nafld,13104,4,20261009
nafld,13120,4,20261009
nafld,13139,5,20261009
nafld,13142,3,20261009
nafld,13150,2,20261009
nafld,13162,1,20261009
nafld,13180,4,20261009
nafld,13189,1,20261009
nafld,13210,3,20261009
nafld,13215,4,20261009
nafld,13217,5,20261009
nafld,13218,3,20261009
nafld,13242,4,20261009
nafld,13244,4,20261009
nafld,13281,3,20261009
nafld,13297,4,20261009
nafld,13305,2,20261009
nafld,13335,4,20261009
nafld,13337,5,20261009
nafld,13346,4,20261009
nafld,13352,4,20261009
nafld,13360,3,20261009
nafld,13361,5,20261009
nafld,13370,3,20261009
nafld,13403,5,20261009
nafld,13411,3,20261009
nafld,13421,4,20261009
nafld,13427,2,20261009
nafld,13439,2,20261009
nafld,13456,4,20261009
nafld,13457,5,20261009
nafld,13474,2,20261009
nafld,13479,4,20261009
nafld,13516,4,20261009
nafld,13524,5,20261009
nafld,13538,1,20261009
nafld,13554,3,20261009
nafld,13564,4,20261009
nafld,13571,1,20261009
nafld,13580,3,20261009
nafld,13632,3,20261009
nafld,13642,4,20261009
nafld,13643,3,20261009
nafld,13678,2,20261009
nafld,13679,4,20261009
nafld,13680,2,20261009
nafld,13682,3,20261009
nafld,13695,5,20261009
nafld,13702,2,20261009
nafld,13714,2,20261009
nafld,13724,1,20261009
nafld,13727,1,20261009
nafld,13738,3,20261009
nafld,13745,3,20261009
nafld,13764,5,20261009
nafld,13777,4,20261009
nafld,13788,5,20261009
nafld,13799,5,20261009
nafld,13811,3,20261009
nafld,13838,5,20261009
nafld,13862,3,20261009
nafld,13876,5,20261009
nafld,13895,5,20261009
nafld,13897,5,20261009
nafld,13914,2,20261009
nafld,13921,3,20261009
nafld,13942,5,20261009
nafld,13943,1,20261009
nafld,13963,4,20261009
nafld,13988,3,20261009
nafld,14002,1,20261009
nafld,14011,3,20261009
nafld,14014,4,20261009
nafld,14047,4,20261009
nafld,14058,2,20261009
nafld,14059,4,20261009
nafld,14061,1,20261009
nafld,14070,5,20261009
nafld,14090,1,20261009
nafld,14091,5,20261009
nafld,14109,4,20261009
nafld,14116,3,20261009
nafld,14131,5,20261009
nafld,14142,4,20261009
nafld,14153,1,20261009
nafld,14195,2,20261009
nafld,14206,3,20261009
nafld,14217,4,20261009
nafld,14219,1,20261009
nafld,14225,5,20261009
nafld,14226,3,20261009
nafld,14237,5,20261009
nafld,14245,3,20261009
nafld,14249,4,20261009
nafld,14253,2,20261009
nafld,14255,4,20261009
nafld,14257,1,20261009
nafld,14279,1,20261009
nafld,14280,4,20261009
nafld,14288,1,20261009
nafld,14312,3,20261009
nafld,14334,5,20261009
nafld,14347,1,20261009
nafld,14356,2,20261009
nafld,14357,1,20261009
nafld,14367,4,20261009
nafld,14383,5,20261009
nafld,14392,4,20261009
nafld,14410,5,20261009
nafld,14424,2,20261009
nafld,14443,3,20261009
nafld,14455,5,20261009
nafld,14456,2,20261009
nafld,14459,5,20261009
nafld,14464,3,20261009
nafld,14484,1,20261009
nafld,14485,3,20261009
nafld,14490,2,20261009
nafld,14494,4,20261009
nafld,14512,3,20261009
nafld,14517,4,20261009
nafld,14530,4,20261009
nafld,14542,1,20261009
nafld,14544,3,20261009
nafld,14570,2,20261009
nafld,14571,5,20261009
nafld,14622,4,20261009
nafld,14627,2,20261009
nafld,14629,4,20261009
nafld,14671,2,20261009
nafld,14675,5,20261009
nafld,14677,1,20261009
nafld,14678,5,20261009
nafld,14684,1,20261009
nafld,14701,3,20261009
nafld,14710,3,20261009
nafld,14748,5,20261009
nafld,14755,1,20261009
nafld,14762,4,20261009
nafld,14769,4,20261009
nafld,14775,4,20261009
nafld,14789,3,20261009
nafld,14794,5,20261009
nafld,14796,4,20261009
nafld,14803,2,20261009
nafld,14838,1,20261009
nafld,14856,5,20261009
nafld,14857,1,20261009
nafld,14876,3,20261009
nafld,14902,1,20261009
nafld,14941,2,20261009
nafld,14947,2,20261009
nafld,14955,5,20261009
nafld,14956,1,20261009
nafld,14971,4,20261009
nafld,14976,2,20261009
nafld,14991,4,20261009
nafld,15015,4,20261009
nafld,15042,4,20261009
nafld,15051,2,20261009
nafld,15065,1,20261009
nafld,15081,3,20261009
nafld,15090,5,20261009
nafld,15092,5,20261009
nafld,15104,4,20261009
nafld,15108,5,20261009
nafld,15111,4,20261009
nafld,15119,5,20261009
nafld,15141,4,20261009
nafld,15148,2,20261009
nafld,15152,1,20261009
nafld,15162,4,20261009
nafld,15163,4,20261009
nafld,15165,5,20261009
nafld,15182,4,20261009
nafld,15186,5,20261009
nafld,15193,4,20261009
nafld,15209,1,20261009
nafld,15232,1,20261009
nafld,15245,2,20261009
nafld,15284,4,20261009
nafld,15316,5,20261009
nafld,15323,5,20261009
nafld,15327,4,20261009
nafld,15344,5,20261009
nafld,15347,5,20261009
nafld,15349,3,20261009
nafld,15365,1,20261009
nafld,15372,5,20261009
nafld,15402,3,20261009
nafld,15413,1,20261009
nafld,15414,5,20261009
nafld,15416,5,20261009
nafld,15430,1,20261009
nafld,15441,2,20261009
nafld,15449,3,20261009
nafld,15464,3,20261009
nafld,15472,5,20261009
nafld,15478,4,20261009
nafld,15485,1,20261009
nafld,15488,2,20261009
nafld,15504,4,20261009
nafld,15508,1,20261009
nafld,15517,4,20261009
nafld,15521,3,20261009
nafld,15535,4,20261009
nafld,15558,2,20261009
nafld,15579,2,20261009
nafld,15584,1,20261009
nafld,15587,4,20261009
nafld,15624,1,20261009
nafld,15630,3,20261009
nafld,15631,2,20261009
nafld,15642,2,20261009
nafld,15645,1,20261009
nafld,15664,2,20261009
nafld,15669,3,20261009
nafld,15677,1,20261009
nafld,15681,3,20261009
nafld,15685,1,20261009
nafld,15693,1,20261009
nafld,15732,2,20261009
nafld,15733,4,20261009
nafld,15764,3,20261009
nafld,15775,5,20261009
nafld,15783,2,20261009
nafld,15792,2,20261009
nafld,15806,5,20261009
nafld,15808,5,20261009
nafld,15829,5,20261009
nafld,15831,2,20261009
nafld,15837,1,20261009
nafld,15864,1,20261009
nafld,15867,1,20261009
nafld,15882,2,20261009
nafld,15885,3,20261009
nafld,15908,5,20261009
nafld,15910,4,20261009
nafld,15914,2,20261009
nafld,15915,5,20261009
nafld,15916,1,20261009
nafld,15941,2,20261009
nafld,15959,1,20261009
nafld,15966,5,20261009
nafld,15980,3,20261009
nafld,15987,2,20261009
nafld,16008,2,20261009
nafld,16011,4,20261009
nafld,16036,3,20261009
nafld,16037,1,20261009
nafld,16044,2,20261009
nafld,16083,1,20261009
nafld,16094,5,20261009
nafld,16099,4,20261009
nafld,16100,3,20261009
nafld,16111,5,20261009
nafld,16119,2,20261009
nafld,16124,5,20261009
nafld,16161,3,20261009
nafld,16178,3,20261009
nafld,16185,2,20261009
nafld,16193,5,20261009
nafld,16196,5,20261009
nafld,16210,3,20261009
nafld,16239,4,20261009
nafld,16273,1,20261009
nafld,16283,3,20261009
nafld,16296,1,20261009
nafld,16302,3,20261009
nafld,16308,3,20261009
nafld,16309,1,20261009
nafld,16323,5,20261009
nafld,16328,5,20261009
nafld,16333,5,20261009
nafld,16335,3,20261009
nafld,16343,5,20261009
nafld,16381,4,20261009
nafld,16387,5,20261009
nafld,16412,3,20261009
nafld,16417,3,20261009
nafld,16425,5,20261009
nafld,16429,3,20261009
nafld,16432,5,20261009
nafld,16440,4,20261009
nafld,16451,2,20261009
nafld,16454,1,20261009
nafld,16476,3,20261009
nafld,16482,5,20261009
nafld,16489,2,20261009
nafld,16553,2,20261009
nafld,16571,2,20261009
nafld,16583,5,20261009
nafld,16599,1,20261009
nafld,16615,3,20261009
nafld,16643,4,20261009
nafld,16647,4,20261009
nafld,16648,5,20261009
nafld,16657,4,20261009
nafld,16663,3,20261009
nafld,16672,3,20261009
nafld,16692,3,20261009
nafld,16704,1,20261009
nafld,16707,1,20261009
nafld,16711,3,20261009
nafld,16720,4,20261009
nafld,16736,3,20261009
nafld,16746,2,20261009
nafld,16751,2,20261009
nafld,16755,5,20261009
nafld,16756,1,20261009
nafld,16771,1,20261009
nafld,16773,4,20261009
nafld,16795,4,20261009
nafld,16820,2,20261009
nafld,16882,3,20261009
nafld,16897,5,20261009
nafld,16919,4,20261009
nafld,16924,2,20261009
nafld,16941,1,20261009
nafld,16945,2,20261009
nafld,16960,3,20261009
nafld,16968,5,20261009
nafld,16969,5,20261009
nafld,17017,4,20261009
nafld,17018,4,20261009
nafld,17019,4,20261009
nafld,17028,3,20261009
nafld,17035,5,20261009
nafld,17058,5,20261009
nafld,17059,2,20261009
nafld,17068,1,20261009
nafld,17070,1,20261009
nafld,17094,1,20261009
nafld,17095,3,20261009
nafld,17102,1,20261009
nafld,17114,4,20261009
nafld,17132,4,20261009
nafld,17137,1,20261009
nafld,17141,4,20261009
nafld,17169,3,20261009
nafld,17179,5,20261009
nafld,17201,4,20261009
nafld,17210,1,20261009
nafld,17219,4,20261009
nafld,17227,5,20261009
nafld,17229,5,20261009
nafld,17248,1,20261009
nafld,17251,2,20261009
nafld,17263,5,20261009
nafld,17298,4,20261009
nafld,17304,3,20261009
nafld,17314,3,20261009
nafld,17328,3,20261009
nafld,17366,5,20261009
nafld,17378,3,20261009
nafld,17411,3,20261009
nafld,17420,5,20261009
nafld,17429,5,20261009
nafld,17436,1,20261009
nafld,17488,3,20261009
nafld,17505,5,20261009
nafld,17510,5,20261009
nafld,17512,2,20261009
nafld,17521,3,20261009
nafld,17531,2,20261009
nafld,17533,5,20261009
nafld,17539,5,20261009
nafld,17543,2,20261009
nafld,17544,5,20261009
nafld,17549,2,20261009
nafld,17563,3,20261009
nafld,22,3,20261009
nafld,27,4,20261009
nafld,30,4,20261009
nafld,45,5,20261009
nafld,69,1,20261009
nafld,75,5,20261009
nafld,91,1,20261009
nafld,127,1,20261009
nafld,138,5,20261009
nafld,166,2,20261009
nafld,177,2,20261009
nafld,191,5,20261009
nafld,196,4,20261009
nafld,211,1,20261009
nafld,240,3,20261009
nafld,262,2,20261009
nafld,301,3,20261009
nafld,322,5,20261009
nafld,329,1,20261009
nafld,364,5,20261009
nafld,424,3,20261009
nafld,432,5,20261009
nafld,468,3,20261009
nafld,481,3,20261009
nafld,487,2,20261009
nafld,495,4,20261009
nafld,499,2,20261009
nafld,503,3,20261009
nafld,570,2,20261009
nafld,596,3,20261009
nafld,614,1,20261009
nafld,658,3,20261009
nafld,666,2,20261009
nafld,668,5,20261009
nafld,671,5,20261009
nafld,679,3,20261009
nafld,695,2,20261009
nafld,708,5,20261009
nafld,760,2,20261009
nafld,786,5,20261009
nafld,802,2,20261009
nafld,804,2,20261009
nafld,839,2,20261009
nafld,885,5,20261009
nafld,889,1,20261009
nafld,898,2,20261009
nafld,923,1,20261009
nafld,946,4,20261009
nafld,957,3,20261009
nafld,970,1,20261009
nafld,971,4,20261009
nafld,979,2,20261009
nafld,986,2,20261009
nafld,1004,2,20261009
nafld,1009,1,20261009
nafld,1013,3,20261009
nafld,1040,1,20261009
nafld,1053,5,20261009
nafld,1055,1,20261009
nafld,1058,1,20261009
nafld,1092,2,20261009
nafld,1121,3,20261009
nafld,1125,3,20261009
nafld,1166,2,20261009
nafld,1200,2,20261009
nafld,1201,4,20261009
nafld,1210,5,20261009
nafld,1212,5,20261009
nafld,1229,2,20261009
nafld,1249,3,20261009
nafld,1260,4,20261009
nafld,1326,4,20261009
nafld,1330,4,20261009
nafld,1389,1,20261009
nafld,1393,2,20261009
nafld,1394,4,20261009
nafld,1402,5,20261009
nafld,1431,3,20261009
nafld,1447,5,20261009
nafld,1451,2,20261009
nafld,1456,1,20261009
nafld,1475,1,20261009
nafld,1481,3,20261009
nafld,1485,2,20261009
nafld,1491,3,20261009
nafld,1518,5,20261009
nafld,1519,2,20261009
nafld,1536,1,20261009
nafld,1542,2,20261009
nafld,1544,5,20261009
nafld,1565,4,20261009
nafld,1599,1,20261009
nafld,1609,1,20261009
nafld,1635,4,20261009
nafld,1646,3,20261009
nafld,1655,4,20261009
nafld,1659,1,20261009
nafld,1663,4,20261009
nafld,1682,1,20261009
nafld,1683,5,20261009
nafld,1685,3,20261009
nafld,1693,1,20261009
nafld,1705,3,20261009
nafld,1778,5,20261009
nafld,1783,3,20261009
nafld,1787,2,20261009
nafld,1792,5,20261009
nafld,1823,5,20261009
nafld,1830,3,20261009
nafld,1845,1,20261009
nafld,1850,4,20261009
nafld,1906,3,20261009
nafld,1908,2,20261009
nafld,1919,4,20261009
nafld,1922,1,20261009
nafld,1925,4,20261009
nafld,1951,3,20261009
nafld,1955,1,20261009
nafld,2006,1,20261009
nafld,2014,1,20261009
nafld,2017,3,20261009
nafld,2022,3,20261009
nafld,2031,3,20261009
nafld,2060,4,20261009
nafld,2062,1,20261009
nafld,2066,4,20261009
nafld,2068,5,20261009
nafld,2073,2,20261009
nafld,2109,3,20261009
nafld,2114,3,20261009
nafld,2117,3,20261009
nafld,2118,3,20261009
nafld,2144,2,20261009
nafld,2159,3,20261009
nafld,2171,4,20261009
nafld,2184,5,20261009
nafld,2187,1,20261009
nafld,2210,4,20261009
nafld,2211,2,20261009
nafld,2223,1,20261009
nafld,2224,1,20261009
nafld,2227,4,20261009
nafld,2248,5,20261009
nafld,2259,3,20261009
nafld,2266,4,20261009
nafld,2278,3,20261009
nafld,2280,3,20261009
nafld,2285,5,20261009
nafld,2352,4,20261009
nafld,2357,4,20261009
nafld,2401,2,20261009
nafld,2412,1,20261009
nafld,2423,5,20261009
nafld,2451,5,20261009
nafld,2466,1,20261009
nafld,2476,1,20261009
nafld,2482,4,20261009
nafld,2516,1,20261009
nafld,2529,4,20261009
nafld,2540,5,20261009
nafld,2551,4,20261009
nafld,2591,4,20261009
nafld,2632,3,20261009
nafld,2639,2,20261009
nafld,2641,3,20261009
nafld,2647,3,20261009
nafld,2649,4,20261009
nafld,2660,2,20261009
nafld,2679,2,20261009
nafld,2688,4,20261009
nafld,2692,3,20261009
nafld,2712,4,20261009
nafld,2718,1,20261009
nafld,2740,5,20261009
nafld,2746,1,20261009
nafld,2766,1,20261009
nafld,2773,5,20261009
nafld,2795,2,20261009
nafld,2818,3,20261009
nafld,2832,5,20261009
nafld,2846,5,20261009
nafld,2874,1,20261009
nafld,2879,3,20261009
nafld,2895,2,20261009
nafld,2897,1,20261009
nafld,2904,4,20261009
nafld,2913,5,20261009
nafld,2918,4,20261009
nafld,2931,1,20261009
nafld,2967,1,20261009
nafld,2976,3,20261009
nafld,2987,5,20261009
nafld,2997,3,20261009
nafld,3000,1,20261009
nafld,3007,5,20261009
nafld,3059,2,20261009
nafld,3061,5,20261009
nafld,3075,3,20261009
nafld,3105,4,20261009
nafld,3141,2,20261009
nafld,3149,5,20261009
nafld,3190,1,20261009
nafld,3195,5,20261009
nafld,3196,5,20261009
nafld,3201,2,20261009
nafld,3220,3,20261009
nafld,3221,3,20261009
nafld,3241,3,20261009
nafld,3255,3,20261009
nafld,3294,1,20261009
nafld,3310,2,20261009
nafld,3386,2,20261009
nafld,3404,4,20261009
nafld,3415,1,20261009
nafld,3427,5,20261009
nafld,3436,5,20261009
nafld,3440,2,20261009
